0.7443760,3.1290233,5.4069890
0.7600498,3.0303151,5.4769484
0.7738418,2.9310960,5.5469079
0.7858086,2.8315165,5.6168674
0.7960098,2.7317237,5.6838012
0.8045294,2.6318534,5.7498140
0.8114637,2.5320338,5.8158267
0.8169089,2.4323930,5.8818394
0.8209674,2.3328811,5.9477075
0.8237718,2.2317025,6.0118518
0.8253298,2.1311231,6.0759960
0.8257518,2.0312866,6.1401403
0.8251479,1.9323368,6.2042846
0.8235821,1.8321243,6.2682495
0.8211033,1.7307538,6.3320311
0.8178526,1.6306089,6.3958126
0.8139450,1.5317001,6.4595941
0.8094656,1.4334162,6.5233730
0.8043082,1.3318540,6.5871324
0.7987771,1.2315717,6.6508918
0.7929755,1.1324678,6.7146513
0.7870065,1.0344407,6.7784107
0.7807168,0.9333981,6.8415780
0.7744225,0.8331996,6.9047251
0.7682044,0.7339041,6.9678723
0.7621350,0.6354334,7.0310195
0.7561053,0.5347106,7.0929768
0.7503522,0.4346597,7.1549163
0.7449222,0.3352489,7.2168559
0.7398465,0.2361471,7.2785771
0.7350958,0.1357555,7.3387592
0.7307848,0.0358114,7.3989413
0.7269294,-0.0637468,7.4591234
0.7235327,-0.1633736,7.5185418
0.7205984,-0.2634884,7.5764890
0.7181498,-0.3633894,7.6344361
0.7161814,-0.4631337,7.6923833
0.7146852,-0.5629616,7.7487437
0.7136525,-0.6628705,7.8040573
0.7130692,-0.7628023,7.8593710
0.7129189,-0.8628195,7.9146847
0.7131830,-0.9624160,7.9674005
0.7138448,-1.0621659,8.0197443
0.7148914,-1.1622438,8.0720881
0.7163060,-1.2625126,8.1240326
0.7180489,-1.3616346,8.1731164
0.7201404,-1.4613360,8.2222001
0.7225816,-1.5617017,8.2712838
0.7253449,-1.6618099,8.3193423
0.7283997,-1.7603915,8.3649958
0.7318687,-1.8599718,8.4106494
0.7358176,-1.9607376,8.4563029
0.7402252,-2.0610250,8.4773735
0.7449914,-2.1591701,8.4515655
0.7502089,-2.2586601,8.4257575
0.7558202,-2.3594967,8.3999495
0.7617150,-2.4607918,8.3657998
0.7676141,-2.5590183,8.2912137
0.7736960,-2.6583376,8.2166276
0.7798946,-2.7586437,8.1420415
0.7861438,-2.8598311,8.0674554
0.7922204,-2.9592204,7.9925304
0.7981665,-3.0585141,7.9175075
0.8039544,-3.1583732,7.8424845
0.8095113,-3.2587199,7.7674616
